gene_id,symbol,name,chr,start,end,set
5479,PPIB,peptidylprolyl isomerase B (cyclophilin B),15,64448011,64455404,post
51495,PTPLAD1,protein tyrosine phosphatase-like A domain containing 1,15,65822825,65870693,post
5604,MAP2K1,mitogen-activated protein kinase kinase 1,15,66679155,66783882,post
6124,RPL4,ribosomal protein L4,15,66790801,66797221,post
10391,CORO2B,"coronin, actin binding protein, 2B",15,68871308,69020145,post
6176,RPLP1,"ribosomal protein, large, P1",15,69745123,69748172,post
5315,PKM2,"pyruvate kinase, muscle",15,72491370,72523684,post
4756,NEO1,neogenin 1,15,73344875,73597546,post
27020,NPTN,neuroplastin,15,73852355,73925756,post
10620,ARID3B,AT rich interactive domain 3B (BRIGHT-like),15,74833546,74890472,post
9377,COX5A,cytochrome c oxidase subunit Va,15,75212132,75230509,post
84894,LINGO1,leucine rich repeat and Ig domain containing 1,15,77905369,77924709,post
3419,IDH3A,isocitrate dehydrogenase 3 (NAD+) alpha,15,78441663,78464291,post
23205,ACSBG1,acyl-CoA synthetase bubblegum family member 1,15,78459810,78526905,post
5685,PSMA4,"proteasome (prosome, macropain) subunit, alpha type, 4",15,78832747,78841604,post
23423,TMED3,transmembrane emp24 protein transport domain containing 3,15,79603404,79703846,post
6218,RPS17,ribosomal protein S17,15,82821158,82824972,post
8120,AP3B2,"adaptor-related protein complex 3, beta 2 subunit",15,83328034,83378635,post
9455,HOMER2,homer homolog 2 (Drosophila),15,83517738,83621473,post
6457,SH3GL3,SH3-domain GRB2-like 3,15,84115980,84287495,post
5151,PDE8A,phosphodiesterase 8A,15,85523671,85682376,post
10239,AP3S2,"adaptor-related protein complex 3, sigma 2 subunit",15,90373831,90437574,post
3418,IDH2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",15,90626277,90645736,post
8826,IQGAP1,IQ motif containing GTPase activating protein 1,15,90931450,91045475,post
2242,FES,feline sarcoma oncogene,15,91426925,91439006,post
23336,SYNM,"synemin, intermediate filament protein",15,99645286,99675770,post
140460,ASB7,ankyrin repeat and SOCS box-containing 7,15,101142739,101191910,post
123283,TARSL2,threonyl-tRNA synthetase-like 2,15,102193801,102264807,post
26063,DECR2,"2,4-dienoyl CoA reductase 2, peroxisomal",16,451826,462487,post
89941,RHOT2,"ras homolog gene family, member T2",16,718086,724174,post
10273,STUB1,"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase",16,730276,732753,post
23162,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,16,1756194,1820318,post
4832,NME3,"non-metastatic cells 3, protein expressed in",16,1820321,1821710,post
4716,NDUFB10,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 10, 22kDa",16,2009519,2011976,post
6187,RPS2,ribosomal protein S2,16,2012062,2014861,post
9143,SYNGR3,synaptogyrin 3,16,2039946,2044276,post
9351,SLC9A3R2,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2",16,2076888,2089026,post
7249,TSC2,tuberous sclerosis 2,16,2097466,2138721,post
57524,CASKIN1,CASK interacting protein 1,16,2227184,2246465,post
57465,TBC1D24,"TBC1 domain family, member 24",16,2525147,2553486,post
5170,PDPK1,3-phosphoinositide dependent protein kinase-1,16,2587965,2653189,post
10131,TRAP1,TNF receptor-associated protein 1,16,3708038,3767565,post
9093,DNAJA3,"DnaJ (Hsp40) homolog, subfamily A, member 3",16,4475806,4506776,post
3163,HMOX2,heme oxygenase (decycling) 2,16,4524719,4560348,post
79641,ROGDI,rogdi homolog (Drosophila),16,4846969,4852951,post
2903,GRIN2A,"glutamate receptor, ionotropic, N-methyl D-aspartate 2A",16,9847261,10276611,post
57496,MKL2,MKL/myocardin-like 2,16,14173145,14360629,post
23420,NOMO1,NODAL modulator 1,16,14927538,14990017,post
4629,MYH11,"myosin, heavy chain 11, smooth muscle",16,15796992,15950890,post
6210,RPS15A,ribosomal protein S15a,16,18792617,18801656,post
51704,GPRC5B,"G protein-coupled receptor, family C, group 5, member B",16,19868616,19896239,post
1428,CRYM,"crystallin, mu",16,21269842,21314372,post
7385,UQCRC2,ubiquinol-cytochrome c reductase core protein II,16,21963981,21994981,post
5579,PRKCB,"protein kinase C, beta",16,23847322,24231932,post
10368,CACNG3,"calcium channel, voltage-dependent, gamma subunit 3",16,24266874,24374122,post
8663,EIF3C,"eukaryotic translation initiation factor 3, subunit C",16,28722782,28747051,post
7284,TUFM,"Tu translation elongation factor, mitochondrial",16,28853732,28857729,post
487,ATP2A1,"ATPase, Ca++ transporting, cardiac muscle, fast twitch 1",16,28889804,28915787,post
9961,MVP,major vault protein,16,29831729,29859355,post
10423,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,16,29869678,29875055,post
9344,TAOK2,TAO kinase 2,16,29985222,30003582,post
8448,DOC2A,"double C2-like domains, alpha",16,30016835,30022401,post
226,ALDOA,"aldolase A, fructose-bisphosphate",16,30064444,30081741,post
5595,MAPK3,mitogen-activated protein kinase 3,16,30125426,30134827,post
11151,CORO1A,"coronin, actin binding protein, 1A",16,30194892,30200397,post
112755,STX1B,syntaxin 1B,16,31000577,31021824,post
6810,STX4,syntaxin 4,16,31044319,31051489,post
10295,BCKDK,branched chain ketoacid dehydrogenase kinase,16,31117428,31124110,post
2521,FUS,fused in sarcoma,16,31191445,31203127,post
3687,ITGAX,"integrin, alpha X (complement component 3 receptor 4 subunit)",16,31366509,31394318,post
55737,VPS35,vacuolar protein sorting 35 homolog (S. cerevisiae),16,46691891,46723104,post
10294,DNAJA2,"DnaJ (Hsp40) homolog, subfamily A, member 2",16,46989274,47007625,post
81533,ITFG1,integrin alpha FG-GAP repeat containing 1,16,47188298,47495173,post
869,CBLN1,cerebellin 1 precursor,16,49312435,49315742,post
1540,CYLD,cylindromatosis (turban tumor syndrome),16,50775961,50835846,post
2775,GNAO1,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O",16,56225302,56391354,post
51090,PLLP,plasmolipin,16,57290009,57318599,post
1459,CSNK2A2,"casein kinase 2, alpha prime polypeptide",16,58191811,58231782,post
2806,GOT2,"glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)",16,58741035,58768239,post
1783,DYNC1LI2,"dynein, cytoplasmic 1, light intermediate chain 2",16,66754796,66785701,post
9114,ATP6V0D1,"ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1",16,67471922,67515140,post
6645,SNTB2,"syntrophin, beta 2 (dystrophin-associated protein A1, 59kDa, basic component 2)",16,69221032,69342955,post
27183,VPS4A,vacuolar protein sorting 4 homolog A (S. cerevisiae),16,69345279,69358951,post
80777,CYB5B,cytochrome b5 type B (outer mitochondrial membrane),16,69458428,69500169,post
16,AARS,alanyl-tRNA synthetase,16,70286290,70323409,post
55697,VAC14,Vac14 homolog (S. cerevisiae),16,70721342,70835071,post
794,CALB2,calbindin 2,16,71392619,71424341,post
164,AP1G1,"adaptor-related protein complex 1, gamma 1 subunit",16,71762903,71842979,post
9798,KIAA0174,KIAA0174,16,71929304,71962913,post
2734,GLG1,golgi glycoprotein 1,16,74481328,74641042,post
11345,GABARAPL2,GABA(A) receptor-associated protein-like 2,16,75600249,75611779,post
3735,KARS,lysyl-tRNA synthetase,16,75661622,75681577,post
83657,DYNLRB2,"dynein, light chain, roadblock-type 2",16,80574854,80584541,post
1012,CDH13,"cadherin 13, H-cadherin (heart)",16,82882260,83830204,post
83693,HSDL1,hydroxysteroid dehydrogenase like 1,16,84155746,84178795,post
9764,KIAA0513,KIAA0513,16,85061410,85127826,post
1327,COX4I1,cytochrome c oxidase subunit IV isoform 1,16,85833290,85840608,post
79791,FBXO31,F-box protein 31,16,87362944,87417394,post
9780,FAM38A,"family with sequence similarity 38, member A",16,88781588,88804191,post
6137,RPL13,ribosomal protein L13,16,89627056,89630950,post
5119,CHMP1A,chromatin modifying protein 1A,16,89710846,89724129,post
124044,SPATA2L,spermatogenesis associated 2-like,16,89762751,89768103,post
10381,TUBB3,"tubulin, beta 3",16,89985667,90002505,post
55275,VPS53,vacuolar protein sorting 53 homolog (S. cerevisiae),17,414730,618096,post
51031,GLOD4,glyoxalase domain containing 4,17,662550,686505,post
29,ABR,active BCR-related gene,17,906758,1083131,post
7531,YWHAE,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",17,1247566,1303505,post
4641,MYO1C,myosin IC,17,1367480,1395995,post
5306,PITPNA,"phosphatidylinositol transfer protein, alpha",17,1421287,1466110,post
63826,SRR,serine racemase,17,2207248,2228554,post
5048,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)",17,2496923,2588909,post
84254,CAMKK1,"calcium/calmodulin-dependent protein kinase kinase 1, alpha",17,3763609,3796338,post
51479,ANKFY1,ankyrin repeat and FYVE domain containing 1,17,4066665,4167274,post
5694,PSMB6,"proteasome (prosome, macropain) subunit, beta type, 6",17,4699439,4701798,post
50488,MINK1,misshapen-like kinase 1,17,4736683,4801355,post
8402,SLC25A11,"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11",17,4840425,4843463,post
5216,PFN1,profilin 1,17,4848947,4852309,post
2027,ENO3,"enolase 3 (beta, muscle)",17,4854386,4860426,post
9135,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",17,5185558,5289129,post
708,C1QBP,"complement component 1, q subcomponent binding protein",17,5336099,5342471,post
1742,DLG4,"discs, large homolog 4 (Drosophila)",17,7093209,7123369,post
57555,NLGN2,neuroligin 2,17,7311502,7323179,post
9513,FXR2,"fragile X mental retardation, autosomal homolog 2",17,7494548,7518160,post
482,ATP1B2,"ATPase, Na+/K+ transporting, beta 2 polypeptide",17,7554254,7561087,post
6844,VAMP2,vesicle-associated membrane protein 2 (synaptobrevin 2),17,8054134,8066864,post
81565,NDEL1,nudE nuclear distribution gene E homolog (A. nidulans)-like 1,17,8339179,8383942,post
4628,MYH10,"myosin, heavy chain 10, non-muscle",17,8377523,8534079,post
8522,GAS7,growth arrest-specific 7,17,9813926,10101868,post
7314,UBB,ubiquitin B,17,16284113,16286054,post
23164,MPRIP,myosin phosphatase Rho interacting protein,17,16946074,17088874,post
8533,COPS3,COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis),17,17150134,17184607,post
146691,TOM1L2,target of myb1-like 2 (chicken),17,17750139,17875724,post
3996,LLGL1,lethal giant larvae homolog 1 (Drosophila),17,18128901,18148189,post
2314,FLII,flightless I homolog (Drosophila),17,18148150,18162056,post
22905,EPN2,epsin 2,17,19140690,19240028,post
224,ALDH3A2,"aldehyde dehydrogenase 3 family, member A2",17,19551459,19580909,post
92521,SPECC1,sperm antigen with calponin homology and coiled-coil domains 1,17,19912614,20222339,post
25979,DHRS7B,dehydrogenase/reductase (SDR family) member 7B,17,21030258,21094836,post
5606,MAP2K3,mitogen-activated protein kinase kinase 3,17,21187984,21218552,post
230,ALDOC,"aldolase C, fructose-bisphosphate",17,26900133,26903952,post
6147,RPL23A,ribosomal protein L23a,17,27046411,27051377,post
2319,FLOT2,flotillin 2,17,27206353,27224715,post
399687,MYO18A,myosin XVIIIA,17,27401498,27493958,post
57551,TAOK1,TAO kinase 1,17,27717943,27871502,post
28964,GIT1,G protein-coupled receptor kinase interacting ArfGAP 1,17,27900487,27916645,post
9527,GOSR1,golgi SNAP receptor complex member 1,17,28804426,28853837,post
4763,NF1,neurofibromin 1,17,29421945,29705949,post
4974,OMG,oligodendrocyte myelin glycoprotein,17,29621665,29624349,post
55288,RHOT1,"ras homolog gene family, member T1",17,30469473,30552746,post
5717,PSMD11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",17,30771502,30809398,post
8851,CDK5R1,"cyclin-dependent kinase 5, regulatory subunit 1 (p35)",17,30813637,30818274,post
4642,MYO1D,myosin ID,17,30819628,31203902,post
10693,CCT6B,"chaperonin containing TCP1, subunit 6B (zeta 2)",17,33254940,33288506,post
163,AP2B1,"adaptor-related protein complex 2, beta 1 subunit",17,33914282,34053434,post
31,ACACA,acetyl-CoA carboxylase alpha,17,35441923,35766902,post
57636,ARHGAP23,Rho GTPase activating protein 23,17,36584730,36668628,post
8396,PIP4K2B,"phosphatidylinositol-5-phosphate 4-kinase, type II, beta",17,36921942,36956158,post
9349,RPL23,ribosomal protein L23,17,37004118,37010064,post
3927,LASP1,LIM and SH3 protein 1,17,37026256,37078023,post
782,CACNB1,"calcium channel, voltage-dependent, beta 1 subunit",17,37330054,37353902,post
6143,RPL19,ribosomal protein L19,17,37356536,37360980,post
147179,WIPF2,"WAS/WASL interacting protein family, member 2",17,38375574,38440388,post
192666,KRT24,keratin 24,17,38854243,38860002,post
3728,JUP,junction plakoglobin,17,39910856,39943183,post
47,ACLY,ATP citrate lyase,17,40023161,40075272,post
1267,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase",17,40118759,40129754,post
5878,RAB5C,"RAB5C, member RAS oncogene family",17,40276998,40307022,post
535,ATP6V0A1,"ATPase, H+ transporting, lysosomal V0 subunit a1",17,40610862,40674596,post
80347,COASY,CoA synthase,17,40714092,40718295,post
8506,CNTNAP1,contactin associated protein 1,17,40834632,40852010,post
6155,RPL27,ribosomal protein L27,17,41150446,41154956,post
10493,VAT1,vesicle amine transport protein 1 homolog (T. californica),17,41166622,41174459,post
1845,DUSP3,dual specificity phosphatase 3,17,41843490,41856368,post
4356,MPP3,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)",17,41878167,41910538,post
4355,MPP2,"membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2)",17,41952725,41985113,post
6521,SLC4A1,"solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)",17,42325753,42345509,post
4185,ADAM11,ADAM metallopeptidase domain 11,17,42836568,42859214,post
2670,GFAP,glial fibrillary acidic protein,17,42982993,42992914,post
79877,DCAKD,dephospho-CoA kinase domain containing,17,43100710,43138473,post
113026,PLCD3,"phospholipase C, delta 3",17,43189009,43209891,post
752,FMNL1,formin-like 1,17,43299292,43324681,post
4137,MAPT,microtubule-associated protein tau,17,43971750,44105700,post
4905,NSF,N-ethylmaleimide-sensitive factor,17,44668075,44834833,post
4635,MYL4,"myosin, light chain 4, alkali; atrial, embryonic",17,45286428,45301045,post
9520,NPEPPS,aminopeptidase puromycin sensitive,17,45608444,45700641,post
3837,KPNB1,karyopherin (importin) beta 1,17,45727275,45760998,post
80279,CDK5RAP3,CDK5 regulatory subunit associated protein 3,17,46048429,46059147,post
5245,PHB,prohibitin,17,47481414,47492246,post
84687,PPP1R9B,"protein phosphatase 1, regulatory (inhibitor) subunit 9B",17,48211099,48227878,post
55379,LRRC59,leucine rich repeat containing 59,17,48458599,48474914,post
4830,NME1,"non-metastatic cells 1, protein (NM23A) expressed in",17,49230897,49239789,post
4831,NME2,"non-metastatic cells 2, protein (NM23B) expressed in",17,49242796,49249108,post
84643,KIF2B,kinesin family member 2B,17,51900301,51902554,post
140735,DYNLL2,"dynein, light chain, LC8-type 2",17,56160799,56166811,post
8288,EPX,eosinophil peroxidase,17,56270122,56282525,post
4353,MPO,myeloperoxidase,17,56347217,56358296,post
5414,SEPT4,septin 4,17,56597616,56616574,post
22843,PPM1E,"protein phosphatase, Mg2+/Mn2+ dependent, 1E",17,56833232,57062532,post
4591,TRIM37,tripartite motif-containing 37,17,57060002,57184266,post
1213,CLTC,"clathrin, heavy chain (Hc)",17,57697219,57774317,post
6198,RPS6KB1,"ribosomal protein S6 kinase, 70kDa, polypeptide 1",17,57970443,58027925,post
762,CA4,carbonic anhydrase IV,17,58227297,58236901,post
1655,DDX5,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5,17,62495740,62502407,post
10672,GNA13,"guanine nucleotide binding protein (G protein), alpha 13",17,63005407,63052920,post
5578,PRKCA,"protein kinase C, alpha",17,64298926,64806862,post
5573,PRKAR1A,"protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)",17,66508110,66528908,post
23580,CDC42EP4,CDC42 effector protein (Rho GTPase binding) 4,17,71279764,71308143,post
6169,RPL38,ribosomal protein L38,17,72199795,72206008,post
388419,BTBD17,BTB (POZ) domain containing 17,17,72352555,72357958,post
326624,RAB37,"RAB37, member RAS oncogene family",17,72666717,72743474,post
10476,ATP5H,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d",17,73034955,73043074,post
23163,GGA3,"golgi-associated, gamma adaptin ear containing, ARF binding protein 3",17,73232695,73257677,post
2885,GRB2,growth factor receptor-bound protein 2,17,73314157,73401790,post
23265,EXOC7,exocyst complex component 7,17,74077087,74099868,post
10801,SEPT9,septin 9,17,75277492,75496674,post
4884,NPTX1,neuronal pentraxin I,17,78440633,78450404,post
10458,BAIAP2,BAI1-associated protein 2,17,79008947,79091232,post
9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,17,79651020,79669149,post
396,ARHGDIA,Rho GDP dissociation inhibitor (GDI) alpha,17,79825598,79829238,post
5831,PYCR1,pyrroline-5-carboxylate reductase 1,17,79890269,79895172,post
2194,FASN,fatty acid synthase,17,80036215,80056106,post
1453,CSNK1D,"casein kinase 1, delta",17,80202246,80231573,post
64122,FN3K,fructosamine 3 kinase,17,80693452,80709073,post
6904,TBCD,tubulin folding cofactor D,17,80709940,80901056,post
9097,USP14,ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase),18,158480,213739,post
7525,YES1,v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1,18,721588,812327,post
9229,DLGAP1,"discs, large (Drosophila) homolog-associated protein 1",18,3496030,3880135,post
23136,EPB41L3,erythrocyte membrane protein band 4.1-like 3,18,5392383,5544241,post
201475,RAB12,"RAB12, member RAS oncogene family",18,8609443,8639380,post
4729,NDUFV2,"NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa",18,9102628,9134343,post
9218,VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",18,9913999,9960018,post
8774,NAPG,"N-ethylmaleimide-sensitive factor attachment protein, gamma",18,10525873,10552762,post
84617,TUBB6,"tubulin, beta 6",18,12308070,12326568,post
10939,AFG3L2,AFG3 ATPase family gene 3-like 2 (S. cerevisiae),18,12328943,12377251,post
56907,SPIRE1,spire homolog 1 (Drosophila),18,12446511,12658133,post
6093,ROCK1,"Rho-associated, coiled-coil containing protein kinase 1",18,18529701,18691812,post
361,AQP4,aquaporin 4,18,24432002,24445749,post
1000,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)",18,25530930,25757410,post
1828,DSG1,desmoglein 1,18,28898052,28936992,post
1837,DTNA,"dystrobrevin, alpha",18,32073254,32471808,post
10982,MAPRE2,"microtubule-associated protein, RP/EB family, member 2",18,32556892,32725381,post
498,ATP5A1,"ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",18,43664110,43684300,post
6139,RPL17,ribosomal protein L17,18,47014858,47018906,post
9352,TXNL1,thioredoxin-like 1,18,54264439,54305920,post
23335,WDR7,WD repeat domain 7,18,54318616,54698828,post
57614,KIAA1468,KIAA1468,18,59854507,59974355,post
55748,CNDP2,CNDP dipeptidase 2 (metallopeptidase M20 family),18,72163443,72188363,post
4155,MBP,myelin basic protein,18,74690783,74845639,post
682,BSG,basigin (Ok blood group),19,571325,583492,post
610,HCN2,hyperpolarization activated cyclic nucleotide-gated potassium channel 2,19,589893,617157,post
5064,PALM,paralemmin,19,708953,748328,post
2879,GPX4,glutathione peroxidase 4 (phospholipid hydroperoxidase),19,1103966,1106778,post
513,ATP5D,"ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit",19,1241749,1244823,post
374291,NDUFS7,"NADH dehydrogenase (ubiquinone) Fe-S protein 7, 20kDa (NADH-coenzyme Q reductase)",19,1383883,1395587,post
6209,RPS15,ribosomal protein S15,19,1438363,1440492,post
8943,AP3D1,"adaptor-related protein complex 3, delta 1 subunit",19,2100993,2151556,post
84823,LMNB2,lamin B2,19,2428164,2456994,post
2788,GNG7,"guanine nucleotide binding protein (G protein), gamma 7",19,2511218,2702746,post
148252,DIRAS1,"DIRAS family, GTP-binding RAS-like 1",19,2714566,2721390,post
2767,GNA11,"guanine nucleotide binding protein (G protein), alpha 11 (Gq class)",19,3094408,3121452,post
23396,PIP5K1C,"phosphatidylinositol-4-phosphate 5-kinase, type I, gamma",19,3630182,3700445,post
1938,EEF2,eukaryotic translation elongation factor 2,19,3976055,3985461,post
5605,MAP2K2,mitogen-activated protein kinase kinase 2,19,4090319,4124126,post
170961,ANKRD24,ankyrin repeat domain 24,19,4186267,4224811,post
79187,FSD1,fibronectin type III and SPRY domain containing 1,19,4304668,4323833,post
6455,SH3GL1,SH3-domain GRB2-like 1,19,4360370,4400496,post
80700,UBXN6,UBX domain protein 6,19,4445009,4457694,post
5802,PTPRS,"protein tyrosine phosphatase, receptor type, S",19,5205519,5340814,post
25873,RPL36,ribosomal protein L36,19,5690272,5691674,post
9361,LONP1,"lon peptidase 1, mitochondrial",19,5691845,5720176,post
10382,TUBB4,"tubulin, beta 4",19,6494331,6502330,post
718,C3,complement component 3,19,6677846,6730573,post
10908,PNPLA6,patatin-like phospholipase domain containing 6,19,7599043,7626652,post
57662,KIAA1543,KIAA1543,19,7660788,7683194,post
5609,MAP2K7,mitogen-activated protein kinase kinase 7,19,7968728,7979363,post
4701,NDUFA7,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa",19,8376234,8386280,post
9230,RAB11B,"RAB11B, member RAS oncogene family",19,8455205,8469313,post
4670,HNRNPM,heterogeneous nuclear ribonucleoprotein M,19,8509651,8553885,post
4542,MYO1F,myosin IF,19,8585689,8642461,post
5300,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",19,9945999,9960358,post
93145,OLFM2,olfactomedin 2,19,9964438,10047228,post
7087,ICAM5,"intercellular adhesion molecule 5, telencephalin",19,10400655,10407452,post
1785,DNM2,dynamin 2,19,10824143,10942579,post
25959,KANK2,KN motif and ankyrin repeat domains 2,19,11274943,11308224,post
7001,PRDX2,peroxiredoxin 2,19,12907634,12912694,post
2193,FARSA,"phenylalanyl-tRNA synthetase, alpha subunit",19,13033284,13044558,post
54862,CC2D1A,coiled-coil and C2 domain containing 1A,19,14016956,14041693,post
22859,LPHN1,latrophilin 1,19,14258547,14316972,post
5585,PKN1,protein kinase N1,19,14544169,14582678,post
10755,GIPC1,"GIPC PDZ domain containing family, member 1",19,14588572,14606944,post
3337,DNAJB1,"DnaJ (Hsp40) homolog, subfamily B, member 1",19,14625582,14629201,post
4713,NDUFB7,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 7, 18kDa",19,14676892,14682886,post
7171,TPM4,tropomyosin 4,19,16178317,16213813,post
4218,RAB8A,"RAB8A, member RAS oncogene family",19,16222490,16244443,post
8907,AP1M1,"adaptor-related protein complex 1, mu 1 subunit",19,16308665,16346156,post
58513,EPS15L1,epidermal growth factor receptor pathway substrate 15-like 1,19,16466220,16582781,post
9002,F2RL3,coagulation factor II (thrombin) receptor-like 3,19,16999826,17002830,post
376497,SLC27A1,"solute carrier family 27 (fatty acid transporter), member 1",19,17579578,17616977,post
23025,UNC13A,unc-13 homolog A (C. elegans),19,17712137,17799401,post
6142,RPL18A,ribosomal protein L18a,19,17970731,17974124,post
115098,CCDC124,coiled-coil domain containing 124,19,18043824,18054793,post
5864,RAB3A,"RAB3A, member RAS oncogene family",19,18307594,18314839,post
23770,FKBP8,"FK506 binding protein 8, 38kDa",19,18642568,18654383,post
7311,UBA52,ubiquitin A-52 residue ribosomal protein fusion product 1,19,18682614,18688269,post
5976,UPF1,UPF1 regulator of nonsense transcripts homolog (yeast),19,18942744,18979038,post
9454,HOMER3,homer homolog 3 (Drosophila),19,19040010,19051983,post
1463,NCAN,neurocan,19,19322782,19363061,post
51079,NDUFA13,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13",19,19626540,19646885,post
57130,ATP13A1,ATPase type 13A1,19,19756007,19774502,post
7386,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",19,29698167,29704136,post
10775,POP4,"processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)",19,30097201,30106706,post
2821,GPI,glucose-6-phosphate isomerase,19,34855815,34891236,post
4099,MAG,myelin associated glycoprotein,19,35783028,35804707,post
495,ATP4A,"ATPase, H+/K+ exchanging, alpha polypeptide",19,36041096,36054560,post
1340,COX6B1,cytochrome c oxidase subunit VIb polypeptide 1 (ubiquitous),19,36139155,36149683,post
25999,CLIP3,CAP-GLY domain containing linker protein 3,19,36505562,36523795,post
1155,TBCB,tubulin folding cofactor B,19,36605888,36616847,post
81,ACTN4,"actinin, alpha 4",19,39138310,39222223,post
22933,SIRT2,sirtuin 2,19,39369197,39390502,post
6217,RPS16,ribosomal protein S16,19,39923852,39926618,post
92609,TIMM50,translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae),19,39971052,39981528,post
208,AKT2,v-akt murine thymoma viral oncogene homolog 2,19,40736224,40791302,post
23646,PLD3,"phospholipase D family, member 3",19,40854491,40886346,post
645,BLVRB,biliverdin reductase B (flavin reductase (NADPH)),19,40953693,40971725,post
57731,SPTBN4,"spectrin, beta, non-erythrocytic 4",19,40973126,41082364,post
9253,NUMBL,numb homolog (Drosophila)-like,19,41171810,41196556,post
53916,RAB4B,"RAB4B, member RAS oncogene family",19,41284171,41302847,post
6223,RPS19,ribosomal protein S19,19,42363988,42375482,post
478,ATP1A3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",19,42470734,42498384,post
3991,LIPE,"lipase, hormone-sensitive",19,42905659,42931578,post
7515,XRCC1,X-ray repair complementing defective repair in Chinese hamster cells 1,19,44047464,44079730,post
126298,IRGQ,"immunity-related GTPase family, Q",19,44088521,44100287,post
348,APOE,apolipoprotein E,19,45408956,45412650,post
1762,DMWD,"dystrophia myotonica, WD repeat containing",19,46286264,46296060,post
5536,PPP5C,"protein phosphatase 5, catalytic subunit",19,46850294,46896238,post
808,CALM3,"calmodulin 3 (phosphorylase kinase, delta)",19,47104566,47114039,post
29888,STRN4,"striatin, calmodulin binding protein 4",19,47222770,47249720,post
1175,AP2S1,"adaptor-related protein complex 2, sigma 1 subunit",19,47341423,47354203,post
2909,GRLF1,glucocorticoid receptor DNA binding factor 1,19,47421933,47508323,post
10055,SAE1,SUMO1 activating enzyme subunit 1,19,47634116,47713532,post
6543,SLC8A2,"solute carrier family 8 (sodium/calcium exchanger), member 2",19,47931279,47975307,post
8775,NAPA,"N-ethylmaleimide-sensitive factor attachment protein, alpha",19,47990891,48018497,post
2906,GRIN2D,"glutamate receptor, ionotropic, N-methyl D-aspartate 2D",19,48898132,48948187,post
9266,CYTH2,cytohesin 2,19,48972289,48985571,post
114783,LMTK3,lemur tyrosine kinase 3,19,48988528,49016446,post
6141,RPL18,ribosomal protein L18,19,49118591,49122433,post
64130,LIN7B,lin-7 homolog B (C. elegans),19,49617581,49621717,post
8541,PPFIA3,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3",19,49622663,49654278,post
57030,SLC17A7,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7",19,49932656,49944808,post
126133,ALDH16A1,"aldehyde dehydrogenase 16 family, member A1",19,49956473,49974304,post
23521,RPL13A,ribosomal protein L13a,19,49990811,49995565,post
6205,RPS11,ribosomal protein S11,19,49999634,50002944,post
160,AP2A1,"adaptor-related protein complex 2, alpha 1 subunit",19,50270180,50310369,post
79735,TBC1D17,"TBC1 domain family, member 17",19,50380829,50392000,post
79784,MYH14,"myosin, heavy chain 14, non-muscle",19,50706885,50813799,post
84258,SYT3,synaptotagmin III,19,51125236,51141302,post
